hf22_tgwt,cond_sur,cond_lcr,cond_mcr,cond_uma,cond_man,geop_mag,geop_grv,geop_dtb,eqi200n5,eqd200n5,geod_shr,geod_dil,geod_2nd,vent_ing,dTrend005,dTrend03,dTrend01,hfqc_tRise,fault01,fault02,fault03,fault04,fault05,fault06,fault07,fault08,faultAl,hfqc_resid
84.672699,2.3571501,4.3856201,3.60008,3.9457901,4.2384901,-117.3710022,-14.4233999,608.5150146,1474.0,1025.800049,10.8999996,-0.8,15.6000004,50161.0,-135.0950012,-153.1049957,-149.6759949,0.008355,101155.0,45453.30078,790.5689697,790.5689697,790.5689697,790.5689697,790.5689697,790.5689697,790.5689697,1.96292238
85.8170013,3.3194499,4.3362799,3.88147,3.5667,4.09062,-164.4609985,6.8071599,62.4817009,1063.300049,275.7000122,0.7,5.8000002,6.6999998,73010.70313,-117.9329987,-144.7640076,-108.0419998,0.0071933,30104.0,11002.7998,11002.7998,11002.7998,7826.240234,7826.240234,7826.240234,7826.240234,7826.240234,74.34892791
86.0118027,3.5485899,3.6864901,3.2049401,3.5541201,4.1217899,16.3334999,-14.2889004,1007.849976,1425.199951,250.1000061,16.7999992,-4.6999998,27.7000008,16048.7998,-84.5175018,-199.2519989,-108.9660034,0.0224308,2610.080078,2610.080078,2610.080078,2610.080078,2610.080078,2610.080078,2610.080078,2610.080078,2610.080078,260.9821003
81.2108994,3.03404,4.2894702,3.30885,4.1174698,4.4027801,642.1599731,6.9814,33.6637001,1778.599976,741.0,12.0,9.0,24.3999996,42735.39844,-69.8826981,-190.1170044,-117.7139969,0.0220431,24208.69922,2500.0,559.0170288,559.0170288,559.0170288,559.0170288,559.0170288,559.0170288,559.0170288,111.8707171
74.4527969,2.4237399,4.1729698,2.63466,3.8343999,4.3014898,-212.1699982,-10.1253004,148.746994,2571.100098,26920.5,5.1999998,9.3999996,15.3999996,52172.80078,-204.9730072,-284.3460083,-233.128006,0.0019932,75485.89844,7106.330078,4802.339844,4802.339844,2828.429932,2828.429932,2828.429932,2828.429932,2828.429932,-15.45412379
84.9037018,2.1872001,4.8038301,3.49595,3.9046299,4.2348099,-144.3419952,-17.8355007,32.5971985,1985.199951,10654.5,28.0,14.3999996,51.0,6388.470215,-29.7698994,5.5457802,-18.9775009,0.0172439,32956.39844,5250.0,5250.0,5250.0,750.0,750.0,750.0,750.0,750.0,-19.91938842
87.2871017,2.8978601,4.0794101,3.47823,3.6572101,4.1635799,93.4561005,1.70259,5.4547,369.8999939,110.5,6.1999998,6.4000001,14.1000004,45333.5,95.3102036,51.2868996,81.1975021,0.0022247,24418.19922,3905.120117,3905.120117,3905.120117,1581.140015,1581.140015,1581.140015,1581.140015,1581.140015,210.8341978
76.043602,2.72399,4.7406502,2.19996,4.6266999,4.2424898,-57.4413986,-21.8082008,1626.319946,6618.700195,1307.599976,2.2,5.9000001,8.3999996,20385.30078,-281.4440002,-286.302002,-293.9660034,0.0097629,386480.0,1767.77002,500.0,500.0,500.0,500.0,500.0,500.0,500.0,-30.0156389
97.1095963,2.8914499,3.5715599,2.6373899,3.73385,4.1682,298.9960022,5.0440698,1940.619995,134.5,0.0,0.0,1.0,1.0,110232.0,-97.3348007,-173.6069946,-116.362999,0.0045668,79350.5,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,-84.10683185
84.3331985,2.5207601,3.74476,2.7028699,3.80686,4.2107601,19.7877007,-9.50669,305.9259949,38.0,0.0,0.4,0.1,0.7,87531.79688,-217.7649994,-139.9170074,-170.6210022,0.0106561,227092.0,32000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-2.334059487
83.9919968,2.87551,3.8518801,2.8506,3.8263199,4.2326398,-6.0318899,12.9516001,332.9930115,1148.099976,65492.30078,3.5,16.2000008,20.1000004,129891.0,-177.1660004,-382.3399963,-259.0409851,0.0173146,120354.0,6485.560059,6485.560059,6485.560059,6485.560059,6485.560059,6485.560059,6485.560059,6485.560059,24.98988757
86.123497,3.40731,4.3694701,4.06775,4.23101,4.4228902,-86.6037979,21.5137005,39.6399994,1861.099976,568.2000122,3.5,7.0,11.1000004,57732.69922,-123.1460037,-262.8590088,-170.7969971,0.0208819,42849.30078,15461.59961,15461.59961,15461.59961,15461.59961,15350.09961,15350.09961,15350.09961,15350.09961,1213.869201
75.7935028,2.6328199,4.5777702,2.5978899,4.17662,4.2234802,366.0169983,-5.7953,1.9302,960.7000122,679.7999878,2.0,5.0,7.3000002,901.3880005,326.7690125,300.9030151,322.5029907,0.0122969,360896.0,17000.0,3807.889893,3807.889893,3807.889893,3807.889893,3807.889893,3807.889893,3482.100098,-22.88980657
93.5435028,2.56774,4.0387301,2.95735,3.7665,4.1107202,9.6489801,-20.5804005,1676.530029,522.4000244,487.7999878,0.0,5.0999999,4.5999999,20859.69922,-290.2909851,-313.6919861,-282.6589966,0.0264488,12349.09961,9013.879883,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,40.18969768
77.7429962,2.96997,3.9168301,3.04497,4.0294099,4.2378602,347.5289917,6.4990802,0.43624,3037.699951,1109.400024,0.0,-2.4000001,1.7,49000.60156,-116.538002,-72.6880035,-105.2990036,0.0043489,214308.0,27446.5,1118.030029,1118.030029,1118.030029,1118.030029,1118.030029,1118.030029,1118.030029,231.256365
83.7593994,4.9753499,4.19662,3.4844999,3.8150401,4.1817698,-69.1065979,-1.84966,261.5119934,23.2000008,11.8999996,0.5,0.3,1.0,32669.69922,-66.5264969,-5.8136001,-28.3749008,0.0125632,243668.0,17473.19922,17473.19922,7288.689941,7288.689941,7288.689941,7288.689941,7288.689941,7288.689941,112.439018
91.0460968,2.31338,5.1235099,3.8662701,4.01476,4.2720299,-59.5195999,-6.8053598,615.3939819,2622.5,784.2000122,19.5,6.5999999,32.7000008,24545.90039,-186.8119965,-162.595993,-160.5410004,0.0053736,5303.299805,3783.189941,3783.189941,3783.189941,2150.580078,2150.580078,2150.580078,2150.580078,2150.580078,9.240011957
76.4438019,2.1649599,3.7497001,2.4098599,3.93537,4.2065201,-303.2189941,4.0746398,254.8699951,2307.0,1339.199951,1.7,4.6999998,6.5999999,3605.550049,-71.8264008,-137.3829956,-97.5861969,0.0272559,342351.0,28471.5,8634.959961,3605.550049,3605.550049,3010.399902,3010.399902,3010.399902,3010.399902,0.588433911
72.3360977,3.05498,3.66418,2.28672,3.9314101,4.2129202,-514.8389893,-4.9194002,257.07901,4738.5,1844.199951,1.6,6.0,7.8000002,6250.0,-84.9651031,22.0186996,-21.2434998,0.015552,349943.0,19611.90039,11371.59961,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,983.1275816
95.2062988,3.38502,3.5920501,3.32412,3.78596,4.2547998,-49.7368011,-3.54476,500.3380127,232.3000031,0.0,0.0,0.7,0.8,169233.0,-172.5410004,-265.8110046,-230.2299957,0.012492,177237.0,7988.27002,7988.27002,7988.27002,7988.27002,7988.27002,7988.27002,7988.27002,7988.27002,49.68766606
75.6479034,2.7425599,4.0025401,2.9075799,3.9031899,4.1670299,-3.4072399,1.23832,6.5218,25.3999996,0.0,0.0,-1.3,1.0,37583.19922,-264.6950073,-247.5780029,-262.4549866,0.0103175,235103.0,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,-0.637443748
92.1884995,2.78233,3.8795199,3.1335001,3.76752,4.1774101,-65.3190994,14.4958,141.1230011,317.7999878,0.0,0.3,2.9000001,3.3,116396.0,64.910202,-4.9492202,63.7565002,0.0192845,102300.0,29331.09961,13428.0,13428.0,500.0,500.0,500.0,500.0,500.0,23.71242919
95.3587036,2.9663601,3.8480201,2.9537799,3.8274701,4.1757698,-91.2312012,3.0766499,256.5589905,209.8000031,0.0,0.0,1.3,1.3,80700.10156,-124.7910004,-169.3179932,-138.5879974,0.0130886,44923.5,11451.0,11327.5,11327.5,4506.939941,4506.939941,4506.939941,4506.939941,4506.939941,35.03745715
73.4151993,3.5599799,3.8998499,1.63521,4.1932201,4.2412801,-12.7491999,-60.7271004,3620.060059,903.9000244,1058.199951,22.2000008,50.0999985,75.0999985,559.0170288,-349.5119934,-249.8710022,-321.9750061,0.0156139,790.5689697,790.5689697,790.5689697,790.5689697,250.0,250.0,250.0,250.0,250.0,2436.574863
72.8700027,2.8727801,4.48803,3.7138,3.93541,4.27459,49.455101,-14.1583004,0.839129,996.0999756,142.6999969,0.3,0.6,1.0,103722.0,469.5710144,537.2670288,493.9590149,0.0071599,259807.0,12727.90039,3952.850098,3952.850098,3952.850098,3952.850098,3952.850098,3952.850098,3952.850098,13.130017
84.2548981,2.3884101,4.8038301,3.4194,3.86166,4.2348099,120.697998,-22.4013996,15.7087002,2754.600098,12874.40039,27.2000008,16.6000004,51.5999985,4562.069824,-249.8569946,-185.0590057,-222.1900024,0.0219413,29775.19922,901.3880005,901.3880005,901.3880005,353.553009,353.553009,353.553009,353.553009,353.553009,-9.280504419
85.3079987,3.37293,3.98648,3.69649,4.0851498,4.4090099,-32.5429993,3.1851001,878.46698,650.7999878,288.5,2.5999999,7.9000001,10.8000002,66128.70313,-140.197998,-287.2900085,-194.3679962,0.0203432,52404.69922,11101.7998,11101.7998,11101.7998,11101.7998,11101.7998,11101.7998,11101.7998,11101.7998,27.70534955
73.259201,2.9957199,3.7411399,2.5343699,3.83183,4.19912,-180.9360046,11.6337004,22.1966991,25986.0,1755.400024,1.6,5.5,7.3000002,12619.40039,-175.7030029,-215.2700043,-198.9060059,0.0231906,334122.0,14977.09961,4609.77002,4069.709961,4069.709961,4069.709961,4069.709961,4069.709961,4069.709961,788.6673703
86.7314987,2.57164,3.7275801,2.69789,3.7480199,4.1444802,-40.2454987,-21.4895,578.4249878,624.2999878,0.0,0.1,3.0999999,3.2,32466.30078,-207.9190063,-109.2139969,-170.8139954,0.027222,1802.780029,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,35.24715678
77.6919022,3.01952,3.9168301,3.04497,4.0294099,4.23735,138.2590027,0.91356,12.8556995,3163.600098,1109.400024,0.0,-2.5,1.8,48016.30078,-234.5330048,-196.8249969,-228.6660004,0.0049079,213349.0,28923.40039,500.0,500.0,500.0,500.0,500.0,500.0,500.0,81.30432877
89.1799011,3.1170499,4.41782,3.18542,3.6263199,4.0791202,-79.5678024,-13.8547001,1204.589966,3051.699951,1023.299988,0.0,5.8000002,5.4000001,52787.89844,-302.4159851,-476.0899963,-373.9190063,0.022756,10049.90039,1767.77002,1767.77002,1767.77002,1767.77002,1767.77002,1767.77002,1767.77002,1767.77002,23.81232852
75.3927994,2.9700699,3.78071,2.95437,3.8312399,4.17345,85.1628036,-9.4650698,17.4668999,73.5,0.0,0.0,-0.7,0.6,35718.5,-228.822998,-334.1340027,-298.0820007,0.0098493,204069.0,2795.080078,2795.080078,2795.080078,2795.080078,2795.080078,2795.080078,2795.080078,2795.080078,58.61205305
76.1713028,2.9021001,4.70263,3.5111001,3.98406,4.3324099,-142.4029999,-11.5948,2466.709961,1478.599976,1465.800049,7.8000002,11.8999996,21.0,60721.69922,-192.9049988,-228.5579987,-193.2059937,0.015502,62211.30078,15041.59961,8500.0,8500.0,4250.0,4250.0,4250.0,4250.0,4250.0,58.50878693
85.0250015,2.2835701,3.6959701,2.7985201,3.6301401,4.1318798,-114.4459991,-18.5305996,843.28302,172.8999939,0.0,0.9,3.9000001,4.9000001,86487.70313,-232.4519958,-214.8849945,-236.0449982,0.0221451,58903.5,1118.030029,1118.030029,1118.030029,1118.030029,1118.030029,1118.030029,1118.030029,1118.030029,646.3608712
85.4875031,2.98667,3.72493,2.9099,3.6310201,4.1206398,-203.9980011,-5.6233301,436.3190002,1783.0,333.0,29.7999992,2.0999999,43.7000008,36450.30078,-212.8630066,-266.197998,-221.1109924,0.0220277,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,-22.70785652
87.2955017,3.1751699,4.0601702,3.5204999,3.7460799,4.1899099,-203.7870026,-6.0345302,553.5239868,415.5,358.1000061,10.8000002,5.6999998,19.8999996,19163.80078,-82.3188019,-146.0160065,-103.1439972,0.0090635,12980.7998,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,62.70439344
79.001503,2.9828,3.7288899,3.0166099,3.8648801,4.25809,-68.6314011,4.8134599,20.0846004,795.7999878,255.8999939,0.0,1.6,1.5,131340.0,33.0873985,2.38062,19.3605995,0.0113528,187978.0,30867.69922,1520.689941,1520.689941,1520.689941,1520.689941,1520.689941,1520.689941,1520.689941,52.94442228
89.2658997,2.63782,3.9072599,2.7892799,3.9668,4.2556601,-71.560997,-14.6114998,1645.209961,250.1000061,77.1999969,0.5,0.7,1.3,93057.10156,38.907299,115.4140015,48.4379997,0.0017142,145807.0,12502.5,12502.5,12502.5,3824.26001,3824.26001,3824.26001,3824.26001,3824.26001,38.73310626
76.4238968,3.29742,4.7624002,3.81655,3.9267199,4.3129401,-201.1430054,-1.42528,1102.979981,1077.400024,1025.0,6.9000001,12.1000004,20.0,65085.5,-199.8650055,-212.9869995,-188.7460022,0.0173727,64855.60156,18337.09961,5500.0,5500.0,559.0170288,559.0170288,559.0170288,559.0170288,559.0170288,1597.956917
85.4963989,3.5485899,3.6595299,3.4335001,3.5541201,4.1199098,-27.6159,-15.0049,977.1820068,1548.0,250.1000061,16.1000004,-5.3000002,27.2000008,18112.5,-91.3851013,-199.3390045,-110.0540009,0.0224628,3092.330078,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,765.5077141
83.2857971,3.42749,3.7583799,3.38603,3.63415,4.1071301,-115.1380005,-22.3432999,1768.48999,358.2999878,153.8000031,0.7,3.0999999,3.9000001,52461.89844,-308.5979919,-264.1409912,-282.5220032,0.0110365,25861.40039,9250.0,5153.879883,5153.879883,5153.879883,5153.879883,5153.879883,5153.879883,5153.879883,24.61162935
74.7417984,2.88697,3.8652501,3.0008299,3.8491001,4.1700902,8.0237198,-15.7399998,27.8348007,52.2999992,0.0,0.0,-1.0,0.8,50119.89844,-256.8569946,-323.8070068,-296.5539856,0.0083433,216065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.75301742
89.2939987,3.4943199,3.7537,3.0829,3.6759501,4.17484,-86.555397,-8.3900499,518.9370117,602.2000122,561.4000244,16.2999992,-0.4,23.1000004,3335.419922,-30.1874008,-162.2189941,-72.1116028,0.0144192,20935.90039,8321.660156,8321.660156,8321.660156,3400.370117,3400.370117,3400.370117,3400.370117,3400.370117,-14.89139943
80.5102005,2.8259201,3.8504901,2.8185401,3.93663,4.19978,-182.5879974,-13.7299995,677.4379883,343.7000122,112.5999985,0.1,0.0,0.2,24332.30078,-266.1950073,-304.2170105,-293.7279968,0.0129607,171160.0,4506.939941,4506.939941,4506.939941,2358.5,2358.5,2358.5,2358.5,2358.5,29.77562297
89.2842026,2.72527,3.9257801,2.89115,3.96315,4.2522202,-72.2184982,-9.8027802,720.5209961,407.7999878,98.8000031,0.3,0.8,1.2,98138.0,-256.1570129,-159.0720062,-236.7440033,0.0011475,136758.0,4716.990234,4716.990234,4716.990234,4716.990234,4716.990234,4716.990234,4716.990234,4716.990234,220.7161927
84.1258011,2.89748,4.3963199,3.4407401,3.8150401,4.1820798,-68.6883011,3.42963,50.1062012,23.7000008,11.0,0.6,0.3,1.0,31441.40039,-18.0730991,34.8344002,15.8513002,0.0095637,238237.0,19811.59961,19811.59961,12209.09961,12209.09961,12209.09961,12209.09961,12209.09961,12209.09961,188.9388414
61.4928017,3.2224801,4.1301398,3.14328,4.0176902,4.1138,235.8040009,-6.82759,0.762489,470.5,73.5,0.0,-5.8000002,4.6999998,4854.120117,-98.3097,-135.5399933,-108.2480011,0.0178631,253118.0,2015.560059,2015.560059,2015.560059,2015.560059,2015.560059,2015.560059,2015.560059,2015.560059,913.5060983
87.4197006,2.8777499,3.8099101,2.9976499,3.7740099,4.14642,-63.1936989,-18.2975006,891.1439819,481.7000122,0.0,0.0,2.7,2.7,40550.10156,-260.3129883,-162.947998,-228.2839966,0.0348939,8678.280273,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,-44.85687486
99.9213028,0.951967,5.0211401,2.56652,3.9829299,4.2774301,107.9550018,2.5176899,319.7090149,60.0999985,63.7999992,0.2,1.3,1.5,53743.0,-293.5769958,-166.5690002,-246.4049988,0.0069161,69685.89844,65012.0,65012.0,14252.2002,14252.2002,14252.2002,14252.2002,14252.2002,790.5689697,2560.070154
88.7707977,3.1170499,4.4488401,3.2314799,3.6263199,4.07622,-142.4570007,-15.1395998,1785.390015,3041.600098,820.0999756,0.0,5.8000002,5.6999998,55291.30078,-301.5400085,-479.7690125,-376.2099915,0.0240265,13117.2998,3010.399902,3010.399902,3010.399902,3010.399902,3010.399902,3010.399902,3010.399902,3010.399902,103.2150914
85.8253021,2.63328,3.70122,2.69789,3.7480199,4.14642,-41.3754997,-14.8121004,464.3630066,462.6000061,0.0,0.1,2.9000001,3.0,38390.30078,-219.621994,-122.8410034,-186.2720032,0.0261041,6823.669922,1414.209961,1414.209961,1414.209961,1414.209961,1414.209961,1414.209961,1414.209961,1414.209961,77.17506723
97.280899,3.6436801,3.82793,3.8505001,3.81021,4.2539201,-55.8100014,-12.8470001,1762.290039,241.1999969,239.5,0.2,0.5,0.7,167426.0,-116.5279999,-218.2649994,-168.9109955,0.0069667,196824.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,23.2168492
90.410202,2.4405899,3.8024299,2.93945,3.85902,4.2578802,-1.50532,-1.35431,288.1600037,105.5,0.0,0.0,0.7,0.7,186506.0,48.6315994,45.2462006,26.6984997,0.014776,205526.0,48888.89844,2061.550049,2061.550049,2061.550049,2061.550049,2061.550049,2061.550049,2061.550049,-3.770685075
84.6439972,2.9744201,4.0552001,3.2576001,3.8183401,4.1694999,13.1444998,-0.561281,643.9030151,34.5,26.7000008,0.8,0.7,1.6,4123.109863,-47.2307014,-108.0889969,-66.8541031,0.0084341,254750.0,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,707.1069946,-61.71800815
88.142601,2.6986001,4.1525002,3.3206899,3.8549399,4.2279501,71.7360992,-8.30548,1087.609985,835.0999756,474.0,12.1000004,6.0,21.7999992,24397.69922,-108.6070023,-134.1820068,-107.9100037,0.0093203,24931.19922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.4676491
86.5337982,2.0127599,4.68678,4.3713198,3.85374,4.2379699,-136.8549957,-20.9538994,1207.680054,332.0,161.0,10.0,7.5999999,19.8999996,42315.0,-32.3036995,-2.24805,-5.8565698,0.0124786,33950.30078,250.0,250.0,250.0,0.0,0.0,0.0,0.0,0.0,175.5510497
95.8396988,3.22205,3.9184899,3.2860999,3.8749199,4.2169499,13.4604998,6.0880499,149.052002,876.9000244,266.0,0.0,2.9000001,2.5,56917.19922,-115.026001,-196.7120056,-140.2660065,0.0250333,70734.10156,11096.2002,11096.2002,6010.410156,6010.410156,6010.410156,6010.410156,6010.410156,6010.410156,184.1523081
89.2721024,2.72527,3.9257801,2.89115,3.96315,4.2537498,-75.2449036,-11.1141996,976.7470093,375.7999878,87.1999969,0.4,0.8,1.2,97319.70313,-210.2630005,-116.7959976,-193.201004,0.0012106,138575.0,5482.930176,5482.930176,5482.930176,5482.930176,5482.930176,5482.930176,5482.930176,5482.930176,134.7270666
82.6333008,2.8607199,4.11268,3.3133299,3.57178,4.1003699,52.0844994,-6.3702102,45.604599,1458.5,343.0,23.8999996,0.1,33.5,42606.5,-11.2916002,-25.3132,-4.0760498,0.011621,5000.0,2704.159912,2250.0,2250.0,1457.73999,1457.73999,1457.73999,1457.73999,1457.73999,-15.59743278
85.8591995,2.3406,4.9670801,3.69999,3.94349,4.2501502,69.5307007,-24.3167992,151.9279938,2632.100098,22197.0,31.2000008,8.0,49.5999985,2512.469971,-364.1069946,-324.5090027,-357.4750061,0.0156506,29000.0,3288.23999,3288.23999,3288.23999,500.0,500.0,500.0,500.0,500.0,2103.059188
84.9432983,2.1872001,4.8038301,3.49595,3.9046299,4.2348099,-144.3419952,-17.8355007,32.5971985,2298.300049,10654.5,28.0,14.3999996,51.0,6519.200195,-28.7665005,5.90942,-18.3115005,0.0171645,32811.0,5500.0,5500.0,5500.0,1000.0,1000.0,1000.0,1000.0,1000.0,-26.93261653
89.5357971,2.43959,4.9145398,3.60923,4.0102601,4.2926798,34.6106987,-24.2005997,2212.76001,1731.5,2354.899902,18.7000008,11.3999996,35.7999992,16688.30078,-200.8540039,-175.2700043,-186.3059998,0.012222,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,1750.0,48.78097762
95.0892029,2.6151299,3.83974,2.6563599,3.96436,4.2287202,-57.0373001,-3.9990499,589.8829956,691.0999756,208.3000031,0.0,1.4,1.2,70527.5,-119.8860016,-237.5149994,-166.6029968,0.0144334,45367.89844,6269.970215,6269.970215,6269.970215,6269.970215,6269.970215,6269.970215,6269.970215,6269.970215,81.7101036
98.2749023,2.6175399,3.9620299,2.8299601,3.8671999,4.1329598,-81.5048981,-8.1464005,183.5079956,546.7999878,506.1000061,0.0,7.9000001,7.3000002,47782.10156,-134.0469971,-143.970993,-137.6710052,0.0209456,55129.39844,2371.709961,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,1060.660034,301.7605541
85.910202,2.7744501,4.8288298,4.6982698,3.7186301,4.20013,-18.9594002,-15.9953003,740.0609741,266.2999878,341.0,7.6999998,7.5999999,17.1000004,54528.10156,-153.923996,-141.9700012,-148.2189941,0.0164852,38504.89844,3889.090088,3889.090088,3889.090088,3889.090088,3889.090088,3889.090088,3889.090088,3889.090088,214.9447131
73.6649017,3.1115799,3.80021,3.33406,3.86096,4.2519002,-115.1579971,-9.4790497,8.6049995,769.7999878,254.8000031,0.4,1.7,2.2,88173.79688,411.026001,491.8609924,464.3510132,0.0054875,213370.0,30308.80078,12191.2002,12191.2002,10179.59961,10179.59961,10179.59961,10179.59961,10179.59961,-27.66150466
93.2164993,2.56774,3.91066,2.75192,3.7706599,4.1157899,-36.9343987,-24.9279003,1739.310059,549.5999756,327.3999939,0.0,4.8000002,4.4000001,18703.30078,-284.821991,-292.0929871,-271.7250061,0.0275965,11567.7002,8933.780273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.819490171
84.5355988,3.4593,4.5773101,3.0422201,4.2449999,4.2653699,-106.2519989,-14.3896999,318.1570129,1024.800049,338.8999939,30.2999992,0.0,42.9000015,17500.0,-194.1329956,-324.7820129,-273.7000122,0.0133387,50537.10156,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,107.2481129
93.702301,3.4591601,4.1210799,3.6403601,3.92681,4.2422099,-89.9287033,18.5863991,184.477005,33.4000015,0.0,0.3,-0.3,0.7,133927.0,-9.0838604,-143.8190002,-38.0592995,0.0077294,138082.0,17613.90039,17613.90039,17613.90039,17613.90039,17613.90039,17613.90039,17613.90039,17613.90039,26.29704318
78.3419037,4.2981801,4.1190901,3.3531401,3.76138,4.2600999,78.2261963,21.0007,59.5135994,1116.099976,513.7999878,2.5999999,6.5,9.6000004,67157.0,-156.8899994,-275.348999,-215.201004,0.0274314,100008.0,12026.0,12026.0,12026.0,6403.120117,6403.120117,6403.120117,6403.120117,6403.120117,143.3203561
80.3644028,3.12238,4.5170298,3.9514699,4.0149598,4.2894101,-137.8670044,9.3759499,800.4530029,460.6000061,167.1999969,3.0999999,4.3000002,8.1000004,75598.39844,-207.3990021,-349.8770142,-281.3559875,0.0216712,77424.60156,13661.09961,7424.620117,7424.620117,7424.620117,7424.620117,7424.620117,7424.620117,750.0,2680.613047
86.6560974,2.37042,3.68786,2.9468901,3.5676601,4.1345601,-39.5437012,5.1687002,16.0825005,339.7999878,0.0,4.1999998,5.5999999,10.6999998,60339.10156,-127.8970032,-159.0559998,-138.9100037,0.007213,29770.0,15250.0,15250.0,15250.0,3288.23999,3288.23999,3288.23999,3288.23999,3288.23999,-56.0815332
78.0951996,2.8589001,3.68419,2.66116,3.8419199,4.19484,-112.3010025,-11.5382004,2590.790039,2024.800049,959.2000122,1.4,4.5999999,6.1999998,6731.459961,22.6704998,-98.5131989,-21.2003002,0.0317328,329830.0,18494.90039,11510.90039,8200.610352,8200.610352,353.553009,353.553009,353.553009,353.553009,7.884910649
77.7702026,2.5313799,4.1190901,3.3531401,3.76138,4.2600999,67.3902969,-0.805322,945.6619873,1157.800049,492.5,2.9000001,6.8000002,10.1000004,67943.5,-182.6600037,-304.0769958,-245.7480011,0.0263917,99229.79688,8838.830078,8838.830078,8838.830078,5533.990234,5533.990234,5533.990234,5533.990234,5533.990234,1.235110478
89.2449036,2.5789199,3.9177999,2.8180399,3.96349,4.2546,-97.9638977,-14.5200005,812.302002,281.7999878,82.3000031,0.4,0.7,1.3,88757.0,-149.5220032,-90.2548981,-146.029007,0.0011747,139371.0,14159.7998,14159.7998,14159.7998,7158.910156,7158.910156,7158.910156,7158.910156,7158.910156,84.75499534
84.7797012,2.76687,4.50946,3.48774,3.9488299,4.2179599,158.2420044,-9.0198002,409.2860107,1691.099976,818.2999878,25.7000008,6.5,40.2999992,62098.69922,-84.3744965,-213.0370026,-123.737999,0.0204531,50933.80078,18265.40039,15305.2002,15305.2002,2462.209961,2462.209961,2462.209961,2462.209961,2462.209961,21.20830719
92.8240967,3.6567099,3.8536401,3.6805999,3.8833799,4.2662601,-44.8142014,-5.4240899,748.0780029,216.3000031,0.0,0.0,1.0,1.0,146715.0,-129.5650024,-218.3150024,-187.2299957,0.0108669,157056.0,14705.40039,14705.40039,14705.40039,9058.839844,9058.839844,9058.839844,9058.839844,9058.839844,177.1747485
92.5174026,2.21421,3.7980399,2.3550401,3.7665701,4.0960002,-60.4054985,-7.1784801,785.5300293,713.2000122,1641.599976,0.0,7.0,5.3000002,55011.39844,-83.6663971,-110.4700012,-81.3050995,0.0249645,41600.0,26627.09961,5505.680176,5505.680176,5505.680176,5505.680176,5505.680176,5505.680176,5505.680176,-0.521826617
87.7218018,4.2515202,4.0425301,3.5518301,3.60496,4.0855198,-124.5459976,-6.4498801,439.6600037,1976.5,553.0999756,0.0,4.1999998,4.1999998,49424.80078,-82.612999,-160.5269928,-100.4469986,0.0178852,9192.389648,7721.720215,559.0170288,559.0170288,559.0170288,559.0170288,559.0170288,559.0170288,559.0170288,13.27828568
84.7070007,3.48699,3.94575,2.23265,3.6116199,4.07446,-61.3960991,-0.178573,175.8009949,1227.800049,291.1000061,1.3,9.8000002,11.3999996,68341.10156,-288.6289978,-424.881012,-345.178009,0.0128467,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0823945
78.3307037,4.3891802,4.51928,2.9690001,4.1132998,4.2153401,-102.9710007,1.6325001,1060.339966,732.7999878,753.2000122,1.9,4.1999998,6.4000001,7668.930176,-162.4859924,-256.821991,-196.5220032,0.0297923,348020.0,24096.19922,3783.189941,3783.189941,3783.189941,3783.189941,3783.189941,3783.189941,3783.189941,-3.011021152
98.424202,2.6175399,3.9620299,2.8299601,3.8671999,4.1329598,-69.8398972,-8.7488699,274.2420044,538.0,506.1000061,0.0,7.9000001,7.3000002,46904.80078,-153.2330017,-166.3760071,-158.3320007,0.0201982,54270.69922,1952.560059,1952.560059,1952.560059,1952.560059,1952.560059,1952.560059,1952.560059,1952.560059,174.2112122
